evaluate,wall_time,step,measure/reconstruction/hamming,details/measure/top-1/evaluate-0/train,details/measure/top-1/evaluate-0/validation,details/measure/top-1/evaluate-1/train,details/measure/top-1/evaluate-1/validation,details/measure/top-1/evaluate-2/train,details/measure/top-1/evaluate-2/validation,details/measure/top-1/evaluate-3/train,details/measure/top-1/evaluate-3/validation,details/measure/top-1/evaluate-4/train,details/measure/top-1/evaluate-4/validation,details/measure/top-1/evaluate-5/train,details/measure/top-1/evaluate-5/validation,measure/evaluate/top-1/train,measure/evaluate/top-1/validation,details/measure/top-5/evaluate-0/train,details/measure/top-5/evaluate-0/validation,details/measure/top-5/evaluate-1/train,details/measure/top-5/evaluate-1/validation,details/measure/top-5/evaluate-2/train,details/measure/top-5/evaluate-2/validation,details/measure/top-5/evaluate-3/train,details/measure/top-5/evaluate-3/validation,details/measure/top-5/evaluate-4/train,details/measure/top-5/evaluate-4/validation,details/measure/top-5/evaluate-5/train,details/measure/top-5/evaluate-5/validation,measure/evaluate/top-5/train,measure/evaluate/top-5/validation,measure/evaluate/Free/mean_free_energy_train,measure/evaluate/Free/mean_free_energy_validation,measure/evaluate/Free/ratio_mean_free_energy,measure/evaluate/Free/mean_free_energy_gap,measure/evaluate/Free/mean_free_energy_noisy,measure/evaluate/reconstruction/RMSE_train,measure/evaluate/reconstruction/RMSE_validation,kfold,kfold-intern,batch_size,class,visible_size,hidden_size,regularization,learning_rate,sampling_method,momentum,path
32,1557084475.2415187,33,2.9356472492218018,0.4468546509742737,0.43352600932121277,0.21185827255249023,0.15028901398181915,0.21981200575828552,0.16763006150722504,0.2848879396915436,0.2947976887226105,0.46059292554855347,0.41329479217529297,0.5813449025154114,0.5809248685836792,0.36755844950675964,0.34007707238197327,0.6319594979286194,0.5924855470657349,0.4461315870285034,0.37283235788345337,0.4425162672996521,0.36705201864242554,0.524222731590271,0.49132949113845825,0.6883586645126343,0.6069363951683044,0.7678958773612976,0.7138728499412537,0.5835140943527222,0.5240848064422607,1.2750102281570435,2.920034408569336,2.2902047634124756,21.612699508666992,24.532733917236328,0.07450941950082779,0.07475481182336807,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
33,1557084483.9694204,34,2.9616775512695312,0.4352855980396271,0.41329479217529297,0.21402747929096222,0.15606936812400818,0.2241504043340683,0.16473987698554993,0.29356470704078674,0.34682080149650574,0.462039053440094,0.4161849617958069,0.5929139256477356,0.5780346989631653,0.37033021450042725,0.3458574116230011,0.6377440094947815,0.5751445293426514,0.4526391923427582,0.37283235788345337,0.45770063996315,0.3612716794013977,0.5372378826141357,0.49132949113845825,0.6818510293960571,0.6040462255477905,0.7866955995559692,0.736994206905365,0.5923113822937012,0.523603081703186,1.070002555847168,2.7467432022094727,2.5670435428619385,21.683914184570312,24.43065643310547,0.07430907338857651,0.07460737973451614,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
34,1557084492.675711,35,2.9703543186187744,0.4309472143650055,0.3815028965473175,0.22270426154136658,0.15028901398181915,0.21908894181251526,0.15606936812400818,0.28922632336616516,0.3208092451095581,0.4483008086681366,0.39306357502937317,0.5596529245376587,0.5491329431533813,0.3616534173488617,0.325144499540329,0.6355748176574707,0.5549132823944092,0.4562545120716095,0.3641618490219116,0.45480838418006897,0.3815028965473175,0.5422993302345276,0.5028901696205139,0.7006507515907288,0.586705207824707,0.7592191100120544,0.7225433588027954,0.5914677977561951,0.5187861323356628,0.5824154615402222,2.4431393146514893,4.1948394775390625,21.545997619628906,23.989137649536133,0.0740666389465332,0.07462563365697861,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
35,1557084502.0035274,36,2.955169916152954,0.4389009475708008,0.3988439440727234,0.21908894181251526,0.161849707365036,0.22559653222560883,0.16763006150722504,0.2979031205177307,0.338150292634964,0.44757771492004395,0.40751445293426514,0.585683286190033,0.5809248685836792,0.369125097990036,0.34248554706573486,0.6406363248825073,0.5635837912559509,0.46059292554855347,0.3554913401603699,0.4757772982120514,0.3815028965473175,0.5567606687545776,0.5086705088615417,0.6941431760787964,0.589595377445221,0.7946493029594421,0.7254335284233093,0.6037599444389343,0.5207129120826721,-0.1935299038887024,1.6799654960632324,-8.68065071105957,22.059730529785156,23.739696502685547,0.07365110516548157,0.07410527020692825,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
36,1557084512.9453115,37,2.94360089302063,0.44323933124542236,0.3988439440727234,0.216196671128273,0.1589595377445221,0.22921185195446014,0.15606936812400818,0.3022415041923523,0.2947976887226105,0.44540852308273315,0.41040462255477905,0.5712220072746277,0.5722543597221375,0.3679199814796448,0.33188825845718384,0.6456977725028992,0.5664739608764648,0.47650036215782166,0.34971097111701965,0.4634851813316345,0.37283235788345337,0.5314533710479736,0.48843929171562195,0.698481559753418,0.5693641901016235,0.7960954308509827,0.7283236980438232,0.6019522547721863,0.5125240683555603,-0.28095003962516785,1.773855447769165,-6.313775539398193,21.542028427124023,23.31588363647461,0.07348877936601639,0.07421610504388809,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
37,1557084521.7469578,38,2.993492364883423,0.45119306445121765,0.424855500459671,0.22342732548713684,0.15317918360233307,0.22270426154136658,0.17052023112773895,0.3044106960296631,0.30635836720466614,0.4389009475708008,0.3988439440727234,0.6037599444389343,0.5982658863067627,0.3740660548210144,0.34200385212898254,0.6449747085571289,0.5722543597221375,0.4772234261035919,0.35260117053985596,0.49240779876708984,0.3786127269268036,0.5712220072746277,0.5144508481025696,0.6919739842414856,0.5664739608764648,0.8069414496421814,0.736994206905365,0.6141238808631897,0.5202311873435974,-1.1534656286239624,0.9148491024971008,-0.7931308150291443,22.020282745361328,22.935131072998047,0.07325369864702225,0.07396109402179718,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
38,1557084531.0488298,39,3.006507635116577,0.4403470754623413,0.39017340540885925,0.23716558516025543,0.15028901398181915,0.22342732548713684,0.1589595377445221,0.3116413652896881,0.3005780279636383,0.4251627027988434,0.36705201864242554,0.5784526467323303,0.5491329431533813,0.3693661093711853,0.31936416029930115,0.636297881603241,0.5520231127738953,0.4757772982120514,0.3583815097808838,0.5054230093955994,0.36705201864242554,0.5661605000495911,0.5115606784820557,0.676066517829895,0.5751445293426514,0.785972535610199,0.7023121118545532,0.6076163053512573,0.5110790133476257,-1.0785272121429443,1.0968003273010254,-1.0169426202774048,21.337434768676758,22.434234619140625,0.07293005287647247,0.07394864410161972,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
39,1557084541.2963061,40,2.9804773330688477,0.432393342256546,0.36994218826293945,0.21764279901981354,0.15317918360233307,0.24439623951911926,0.17052023112773895,0.30730295181274414,0.3179190754890442,0.4309472143650055,0.3641618490219116,0.5878524780273438,0.5635837912559509,0.37008917331695557,0.3232177197933197,0.6623282432556152,0.5433526039123535,0.47505423426628113,0.3583815097808838,0.5148228406906128,0.36994218826293945,0.5596529245376587,0.5086705088615417,0.6796818375587463,0.5635837912559509,0.7975415587425232,0.7341040372848511,0.61484694480896,0.513005793094635,-1.7788255214691162,0.5216899514198303,-0.2932777404785156,21.91230583190918,22.433996200561523,0.07262126356363297,0.07369646430015564,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
40,1557084551.5111334,41,2.9718003273010254,0.4439623951911926,0.39306357502937317,0.2357194572687149,0.17630058526992798,0.24222704768180847,0.161849707365036,0.3065798878669739,0.263005793094635,0.4172089695930481,0.36705201864242554,0.6117136478424072,0.5751445293426514,0.3762352466583252,0.3227360248565674,0.6637744307518005,0.5404624342918396,0.49819234013557434,0.3641618490219116,0.512653648853302,0.36705201864242554,0.5712220072746277,0.47109827399253845,0.6883586645126343,0.560693621635437,0.8047722578048706,0.7283236980438232,0.6231622099876404,0.5052986741065979,-1.9272996187210083,0.392380028963089,-0.20359057188034058,21.815053939819336,22.207433700561523,0.07216063886880875,0.07338755577802658,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
41,1557084562.6374788,42,2.944324016571045,0.4446854591369629,0.41040462255477905,0.2458423674106598,0.1820809245109558,0.2552422285079956,0.17630058526992798,0.32031816244125366,0.3150289058685303,0.4331164062023163,0.3641618490219116,0.6023138165473938,0.5751445293426514,0.38358640670776367,0.33718690276145935,0.6601590514183044,0.560693621635437,0.501807689666748,0.36994218826293945,0.5285611152648926,0.3815028965473175,0.5798987746238708,0.5115606784820557,0.7093275785446167,0.5982658863067627,0.7968184947967529,0.7341040372848511,0.6294288039207458,0.52601158618927,-2.064075469970703,0.333269327878952,-0.16146180033683777,22.262985229492188,22.596254348754883,0.07191992551088333,0.07308094948530197,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
42,1557084571.6346173,43,2.9732465744018555,0.4468546509742737,0.3959537446498871,0.24511930346488953,0.161849707365036,0.2574114203453064,0.15317918360233307,0.32248735427856445,0.29190751910209656,0.46854662895202637,0.38728323578834534,0.5986984968185425,0.5664739608764648,0.38985297083854675,0.3261078894138336,0.6681128144264221,0.5404624342918396,0.5112075209617615,0.35260117053985596,0.5227765440940857,0.36705201864242554,0.5871294140815735,0.4826589524745941,0.7165582180023193,0.5751445293426514,0.7917570471763611,0.7283236980438232,0.6329236030578613,0.5077071189880371,-1.5535306930541992,0.9503660798072815,-0.6117459535598755,21.759525299072266,22.70989227294922,0.07169873267412186,0.07323599606752396,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
43,1557084580.479549,44,2.9652929306030273,0.45914676785469055,0.4161849617958069,0.23065799474716187,0.1791907548904419,0.25596529245376587,0.16473987698554993,0.33405640721321106,0.34682080149650574,0.44323933124542236,0.3612716794013977,0.6174982190132141,0.5693641901016235,0.39009401202201843,0.33959537744522095,0.6796818375587463,0.5491329431533813,0.512653648853302,0.3554913401603699,0.535068690776825,0.3641618490219116,0.6059291362762451,0.5115606784820557,0.7028199434280396,0.5635837912559509,0.814172089099884,0.7398843765258789,0.6417208909988403,0.5139691829681396,-2.1737797260284424,0.3621300160884857,-0.16659002006053925,22.05655860900879,22.41868782043457,0.07144910842180252,0.07300124317407608,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
44,1557084589.315288,45,2.944324016571045,0.46276211738586426,0.4017341136932373,0.23716558516025543,0.16473987698554993,0.268980473279953,0.17341040074825287,0.3391178548336029,0.35260117053985596,0.4736081063747406,0.40751445293426514,0.6080983281135559,0.5722543597221375,0.398288756608963,0.3453757166862488,0.673174262046814,0.5317919254302979,0.5075922012329102,0.34971097111701965,0.5437454581260681,0.36705201864242554,0.6023138165473938,0.5231214165687561,0.735357940196991,0.5751445293426514,0.8177874088287354,0.7312138676643372,0.6466618180274963,0.513005793094635,-2.6790506839752197,-0.07446517050266266,0.02779535762965679,22.74894142150879,22.674476623535156,0.07111041247844696,0.07281508296728134,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
45,1557084600.5755382,46,2.95878529548645,0.4504700005054474,0.39306357502937317,0.25668835639953613,0.1589595377445221,0.2646420896053314,0.15317918360233307,0.32610267400741577,0.3150289058685303,0.4352855980396271,0.3410404622554779,0.6052060723304749,0.5664739608764648,0.3897324800491333,0.3212909400463104,0.6905278563499451,0.5404624342918396,0.5148228406906128,0.3554913401603699,0.552422285079956,0.38728323578834534,0.6102675199508667,0.5115606784820557,0.6999276876449585,0.5491329431533813,0.8062183856964111,0.7109826803207397,0.6456977725028992,0.5091522336006165,-3.261643886566162,-0.5055979490280151,0.15501323342323303,22.36191749572754,21.856319427490234,0.07084499299526215,0.07272684574127197,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
46,1557084612.707786,47,2.945770025253296,0.45336225628852844,0.3843930661678314,0.25451916456222534,0.1589595377445221,0.2588575482368469,0.14739884436130524,0.31887200474739075,0.28901734948158264,0.4779464900493622,0.38728323578834534,0.6044830083847046,0.5578034520149231,0.3946734070777893,0.3208092451095581,0.6832971572875977,0.52601158618927,0.5292841792106628,0.3786127269268036,0.5625451803207397,0.36994218826293945,0.6066522002220154,0.5231214165687561,0.7483730912208557,0.6040462255477905,0.8214027285575867,0.7283236980438232,0.6585924029350281,0.5216763019561768,-3.31828236579895,-0.5292989015579224,0.15950989723205566,22.574708938598633,22.04541015625,0.07047995179891586,0.07255049794912338,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
47,1557084623.080459,48,2.889370918273926,0.46276211738586426,0.3988439440727234,0.2537961006164551,0.17052023112773895,0.2631959617137909,0.15606936812400818,0.3427331745624542,0.32947975397109985,0.462039053440094,0.3641618490219116,0.6059291362762451,0.5722543597221375,0.39840924739837646,0.33188825845718384,0.6948662400245667,0.5317919254302979,0.5357917547225952,0.3612716794013977,0.5589298605918884,0.3641618490219116,0.6203904747962952,0.5115606784820557,0.7187274098396301,0.5751445293426514,0.8185104727745056,0.7109826803207397,0.6578693389892578,0.5091522336006165,-3.292262315750122,-0.45340028405189514,0.13771693408489227,22.663217544555664,22.20981788635254,0.07015493512153625,0.07238742709159851,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
48,1557084634.5861714,49,2.908170700073242,0.4772234261035919,0.39306357502937317,0.26391902565956116,0.18497109413146973,0.2711496651172638,0.16763006150722504,0.3528560996055603,0.323699414730072,0.45480838418006897,0.36994218826293945,0.5958062410354614,0.5549132823944092,0.4026271402835846,0.33236995339393616,0.7057121992111206,0.5202311873435974,0.5408532023429871,0.3612716794013977,0.5647143721580505,0.3815028965473175,0.622559666633606,0.4971098303794861,0.7310194969177246,0.5924855470657349,0.8156182169914246,0.7283236980438232,0.663412868976593,0.5134874582290649,-3.986999034881592,-1.000727891921997,0.25099778175354004,22.84000587463379,21.839277267456055,0.06968726217746735,0.07201725244522095,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
49,1557084644.823388,50,2.9342010021209717,0.462039053440094,0.3843930661678314,0.26391902565956116,0.17630058526992798,0.2863340675830841,0.1589595377445221,0.35791757702827454,0.32658958435058594,0.48083874583244324,0.3843930661678314,0.6160520315170288,0.5549132823944092,0.4111834168434143,0.3309248685836792,0.7057121992111206,0.5491329431533813,0.5596529245376587,0.36705201864242554,0.5842371582984924,0.38728323578834534,0.6305133700370789,0.5086705088615417,0.7447577714920044,0.5693641901016235,0.8214027285575867,0.7138728499412537,0.6743793487548828,0.5158959627151489,-4.48762321472168,-1.365921974182129,0.30437538027763367,23.376564025878906,22.01064109802246,0.06928621977567673,0.07190188020467758,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
50,1557084653.2548854,51,2.9211857318878174,0.4714389145374298,0.36705201864242554,0.268980473279953,0.17052023112773895,0.2827187180519104,0.15606936812400818,0.3485177159309387,0.2947976887226105,0.4663774371147156,0.3757225573062897,0.6008676886558533,0.5433526039123535,0.4064835011959076,0.3179190754890442,0.7158351540565491,0.5346820950508118,0.5531453490257263,0.3612716794013977,0.5798987746238708,0.3757225573062897,0.6268980503082275,0.5173410177230835,0.7469269633293152,0.5751445293426514,0.8177874088287354,0.7167630195617676,0.6734153032302856,0.5134874582290649,-4.3505730628967285,-1.1034795045852661,0.2536400258541107,23.007909774780273,21.904430389404297,0.06890057027339935,0.07187411934137344,1,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=1/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084139.0567567/events.out.tfevents.1557084145.paulo-notebook
0,1557085182.8167539,1,3.093998670578003,0.30079537630081177,0.3583815097808838,0.0954446867108345,0.09248554706573486,0.09038322418928146,0.09826589375734329,0.17064352333545685,0.20809248089790344,0.319595068693161,0.33236995339393616,0.48590022325515747,0.5028901696205139,0.24379368126392365,0.2654142677783966,0.5798987746238708,0.586705207824707,0.21185827255249023,0.23121386766433716,0.24873463809490204,0.21098266541957855,0.3550253212451935,0.41040462255477905,0.5589298605918884,0.5346820950508118,0.6500361561775208,0.6849710941314697,0.4340805113315582,0.44315990805625916,-55.81102752685547,-55.751060485839844,0.998925507068634,13.795780181884766,-41.95528030395508,0.08795597404241562,0.08736947923898697,3,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=3/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085160.17639/events.out.tfevents.1557085166.paulo-notebook
1,1557085198.034258,2,3.0694143772125244,0.30079537630081177,0.3583815097808838,0.09689081460237503,0.09248554706573486,0.12509039044380188,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.319595068693161,0.33236995339393616,0.48590022325515747,0.5028901696205139,0.24981923401355743,0.26348748803138733,0.5842371582984924,0.6098265647888184,0.2494577020406723,0.24855491518974304,0.29573389887809753,0.23699422180652618,0.3622559607028961,0.41329479217529297,0.560375988483429,0.5491329431533813,0.6471439003944397,0.6907514333724976,0.4498674273490906,0.45809248089790344,-31.364532470703125,-31.15203857421875,0.9932250380516052,13.857748031616211,-17.29429054260254,0.087755486369133,0.08733997493982315,3,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=3/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085160.17639/events.out.tfevents.1557085166.paulo-notebook
2,1557085206.6682594,3,3.05639910697937,0.30079537630081177,0.3583815097808838,0.0954446867108345,0.09248554706573486,0.12509039044380188,0.08670520037412643,0.08821402490139008,0.10982658714056015,0.319595068693161,0.33236995339393616,0.48590022325515747,0.5028901696205139,0.23583996295928955,0.24710983037948608,0.5690527558326721,0.5722543597221375,0.268980473279953,0.2861271798610687,0.29501083493232727,0.24277456104755402,0.35430222749710083,0.41040462255477905,0.552422285079956,0.5346820950508118,0.6623282432556152,0.7109826803207397,0.45034947991371155,0.4595375657081604,-21.69247817993164,-21.434614181518555,0.98811274766922,14.037330627441406,-7.397283554077148,0.08768237382173538,0.08746029436588287,3,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=3/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085160.17639/events.out.tfevents.1557085166.paulo-notebook
3,1557085216.8818414,4,3.0694143772125244,0.30079537630081177,0.3583815097808838,0.0954446867108345,0.09248554706573486,0.12509039044380188,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.319595068693161,0.33236995339393616,0.48590022325515747,0.5028901696205139,0.24957820773124695,0.26348748803138733,0.5936370491981506,0.6098265647888184,0.23716558516025543,0.23121386766433716,0.294287770986557,0.24566474556922913,0.356471449136734,0.40751445293426514,0.560375988483429,0.5491329431533813,0.6435285806655884,0.6849710941314697,0.44757771492004395,0.4547206163406372,-13.858534812927246,-13.608182907104492,0.9819352030754089,14.076590538024902,0.46840789914131165,0.08752986043691635,0.08731783181428909,3,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=3/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085160.17639/events.out.tfevents.1557085166.paulo-notebook
4,1557085227.248724,5,3.0238611698150635,0.30079537630081177,0.3583815097808838,0.0954446867108345,0.09248554706573486,0.12509039044380188,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.319595068693161,0.33236995339393616,0.48590022325515747,0.5028901696205139,0.24957820773124695,0.26348748803138733,0.5712220072746277,0.5722543597221375,0.28778019547462463,0.2976878583431244,0.29573389887809753,0.24277456104755402,0.3622559607028961,0.41329479217529297,0.5531453490257263,0.5346820950508118,0.6637744307518005,0.6965317726135254,0.4556519687175751,0.4595375657081604,-10.002592086791992,-9.72138500213623,0.9718865752220154,14.659112930297852,4.937727451324463,0.08741249889135361,0.0870918557047844,3,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=3/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085160.17639/events.out.tfevents.1557085166.paulo-notebook
5,1557085237.0176444,6,3.0347070693969727,0.30079537630081177,0.3583815097808838,0.0954446867108345,0.09248554706573486,0.12509039044380188,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.319595068693161,0.33236995339393616,0.48590022325515747,0.5028901696205139,0.24957820773124695,0.26348748803138733,0.5936370491981506,0.6098265647888184,0.2595806121826172,0.2601155936717987,0.28778019547462463,0.24277456104755402,0.3608098328113556,0.41040462255477905,0.560375988483429,0.5491329431533813,0.6485900282859802,0.676300585269928,0.4517956078052521,0.45809248089790344,-5.412996768951416,-5.172273635864258,0.9555286765098572,14.50346851348877,9.331194877624512,0.0873403251171112,0.08692508935928345,3,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=3/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085160.17639/events.out.tfevents.1557085166.paulo-notebook
