id,name,plugin1,plugin2,plugin3,plugin4,plugin5,plugin6
6827,La*Luna***,25.0,68.0,106.0,88.0,27.0,16.0
6833,hotelcalif,115.0,23.0,64.0,107.0,107.0,107.0
6835,BitDelay,56.0,8.0,41.0,107.0,107.0,107.0
6842,GroovyBass,44.0,106.0,24.0,37.0,32.0,86.0
6846,rodolfo.*a,27.0,39.0,30.0,96.0,44.0,7.0
6847,Sc00ps**,27.0,100.0,30.0,55.0,53.0,60.0
6847,Cream***,27.0,75.0,30.0,42.0,53.0,63.0
6847,Chalk***,23.0,27.0,94.0,30.0,66.0,53.0
6847,Wowmen**,23.0,33.0,92.0,30.0,43.0,65.0
6847,Synthish,23.0,37.0,96.0,30.0,41.0,64.0
6847,Leading*,23.0,81.0,30.0,44.0,53.0,60.0
6847,Grossnes,40.0,28.0,72.0,30.0,49.0,65.0
6847,Juice***,28.0,98.0,30.0,49.0,107.0,107.0
6847,AC*house,27.0,85.0,30.0,49.0,60.0,107.0
6847,JB*Oct**,37.0,27.0,98.0,30.0,54.0,64.0
6847,JimiFuzz,27.0,78.0,30.0,49.0,60.0,107.0
6847,JF*Riff*,71.0,27.0,98.0,30.0,66.0,61.0
6847,JM*Lead*,23.0,27.0,92.0,30.0,41.0,61.0
6847,Cowboy**,71.0,28.0,84.0,30.0,69.0,53.0
6847,KC*Solo*,27.0,76.0,30.0,41.0,56.0,60.0
6847,Every*BG,23.0,27.0,94.0,30.0,63.0,107.0
6847,EVH1959,71.0,27.0,98.0,30.0,62.0,107.0
6847,SL*Back,27.0,87.0,30.0,66.0,53.0,60.0
6847,BS*Riff,23.0,27.0,92.0,30.0,54.0,107.0
6847,BrianDrv,71.0,27.0,91.0,30.0,53.0,61.0
6847,Carlos,27.0,95.0,30.0,64.0,107.0,107.0
6847,PeteHW,27.0,96.0,30.0,61.0,107.0,107.0
6847,BROTHER,23.0,27.0,92.0,30.0,41.0,60.0
6847,JW*Talk,68.0,27.0,78.0,30.0,36.0,64.0
6847,MB*Shock,27.0,75.0,30.0,56.0,65.0,107.0
6847,ZZ,23.0,27.0,82.0,30.0,62.0,107.0
6847,RR*Mtl,23.0,27.0,80.0,30.0,44.0,61.0
6847,RSSitar,34.0,86.0,30.0,49.0,53.0,63.0
6847,YngDrv,71.0,27.0,99.0,30.0,54.0,60.0
6847,EricFuzz,23.0,71.0,78.0,30.0,54.0,60.0
6847,Edge,23.0,27.0,92.0,30.0,53.0,60.0
6847,JP*Drv,23.0,100.0,30.0,44.0,53.0,60.0
6847,May,27.0,90.0,30.0,106.0,54.0,107.0
6847,Woosh,23.0,27.0,86.0,35.0,53.0,107.0
6847,Wet*Head,23.0,34.0,30.0,106.0,53.0,62.0
6847,Wackjob,23.0,68.0,27.0,30.0,39.0,61.0
6847,Dreamdrg,23.0,26.0,27.0,49.0,53.0,63.0
6847,Milkyway,27.0,85.0,30.0,35.0,53.0,64.0
6847,Oceans,23.0,27.0,30.0,44.0,57.0,60.0
6847,Wreckles,33.0,100.0,30.0,44.0,57.0,60.0
6847,Waves,27.0,86.0,30.0,44.0,57.0,58.0
6847,Oceanflr,23.0,81.0,30.0,39.0,57.0,65.0
6847,FullVx,27.0,93.0,30.0,61.0,107.0,107.0
6847,TexasMan,27.0,94.0,30.0,65.0,107.0,107.0
6847,BgLead,27.0,95.0,30.0,54.0,64.0,107.0
6847,HwCrunch,27.0,96.0,30.0,62.0,107.0,107.0
6847,McCrunch,27.0,98.0,30.0,62.0,107.0,107.0
6847,MdRhythm,27.0,99.0,30.0,65.0,107.0,107.0
6847,PvRhythm,27.0,100.0,30.0,107.0,107.0,107.0
6847,DzRhythm,27.0,101.0,30.0,107.0,107.0,107.0
6847,FatOd,27.0,72.0,30.0,62.0,107.0,107.0
6847,TsDrive,27.0,73.0,30.0,107.0,107.0,107.0
6847,GvDrive,27.0,74.0,30.0,107.0,107.0,107.0
6847,dist+,27.0,75.0,30.0,107.0,107.0,107.0
